Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
132783.16108905943,-0.48753495476018305,-1.3594407167986515,0.36966616621276355,-1.5195655996930864,0.6688306573391644,0.9362293851727992,-1.1760063199359372,0.5099074944507533,-0.34155905213798926,-1.0674132219628598,0.6120342589976218,0.556433276715842,-0.4347393431688258,0.03896057199564176,-0.5471995968585381,-1.3879267481006081,-0.13745557233253716,0.5016394963022278,0.5926454503971202,-0.09489879177114215,-0.3257758598290495,0.28276182176149445,-1.3294147897169828,-1.305212258530257,-0.4848045736202141,-0.21039699768661252,0.9488121482623137,-0.6713666576872229,40.81,0
73980.52716271249,-1.333995072156375,1.1092128867626245,-0.3073013955001973,0.10041028298264676,-1.2895268421863433,0.6131251283302094,-0.3307396592478417,-1.242833168827745,-0.9522237443180261,-1.0258237999517843,0.24977648883084574,1.7230257709217258,1.0624862956514074,1.554886123509887,-1.193094671271533,-0.40071711601935933,-0.06772175522676896,-0.39222836936228683,-0.3778824781106217,-0.7871378702974866,-1.4595238528925298,0.5259083993533071,0.7698888560877227,0.577966697540489,-1.3446589565407974,0.37092547664138026,-1.2686626641355105,-0.029565783958755656,16.46,0
152077.66633061998,0.20495639431425358,1.1214656142563624,-1.243459151922662,-1.051902723466384,0.6899486294476348,-0.9596371512547084,-0.6798775176330587,0.13121172487022967,-2.02221743359016,-0.753757745892698,1.0467085367912556,-0.3124730048084617,0.27136218459013833,1.963495791304578,-0.27253424000220605,0.14667532597531327,0.44277880034026423,-0.7556539527820304,-0.9406270378377618,0.062465192301785835,0.40121774672827465,0.37328660536455194,0.8168707798639746,0.35927037148734603,0.2081703310700338,0.9459547206505781,0.3259011205109763,-0.6419037623908281,9.81,0
9784.896314842028,1.230102183073231,-2.213022111328532,-0.48005704126295,-1.8584810469607107,0.6630976323860995,-0.7427638774108986,3.019653142338043,-0.5179257981707803,0.10636316488252315,-0.402266534187666,-0.48883123814387736,-1.2465218838312986,-1.280149409940975,-2.1794930022729853,0.5454623028034383,-0.42464676652798083,1.9336282260426463,-1.2441401840672461,1.4763145201549452,1.572259335351521,1.2770431665004813,0.2347973104655174,-0.3382057252194016,1.2760676969372846,-0.791463142837682,0.2707075954457206,-0.04374794602212695,-0.8914168626960192,17.47,0
68633.89395559987,0.671255781845038,0.7690008062727928,0.7158754320240269,-0.18675760430344934,0.44789369576866295,-0.7845002376251824,1.327285912060314,0.21458448288768603,-1.0014268829048805,1.637038062261187,2.1625668905608504,0.07871297986464033,-1.5101095125656379,0.4553778885094188,-1.8567487612374463,-1.5212585420648872,0.9752547758853866,0.21191575024272724,-0.4731113824103039,2.0708586819218846,-0.4468035234026952,0.029583418003027825,1.8528405787986113,-0.07236122362317711,-0.30093151200215634,1.032032010389688,-1.4755961243022708,0.34372899831040765,28.59,0
76535.55614165131,-1.1556992640922232,-0.008962165233599228,-0.5144505575174884,0.012474514672202721,0.668382277184667,0.34175246901168443,0.5676304514802689,1.6029416762532178,1.1216577191983814,-0.921313038995028,0.09122510067911989,0.3910088738736275,-0.12012704035601106,-1.115660645589058,0.6551949485988057,-0.3375609489804347,0.9920631280826578,-0.3037044957304886,-0.37703310820331093,-2.33831600911293,-0.1442356380512132,-0.7681443405801012,0.08043531869351246,-0.6594567311210565,2.6028923595866122,-0.027741490292136996,-0.6432755613277688,1.2988527449824416,2.83,0
34385.84161219068,0.3715238589566125,0.46363391666244874,2.343774145676857,0.2329028458095619,0.3019138894434709,-0.15354949358593584,-0.08642821635840907,-0.3014065580151853,1.359465873859479,-0.5156967707583077,1.1487257778970017,-0.08691138796416413,-0.8368736495656549,-0.5600362115979929,-0.6908445823621011,-0.534430991005625,-1.207547979789523,-0.7468513693545714,-2.4792784641435244,0.1058241619048937,-0.5599920820806227,-0.22127992480136288,-0.8235846404256869,1.358805299208732,-1.8828340039231233,0.9351009558063096,-1.5714068234668026,-0.7430535323984059,62.09,0
43121.583333994655,0.10044701628583289,0.6475417219372582,-0.3056975097795498,-1.4616395770235673,0.9954486154106643,-0.1373181092776381,1.3575771815746152,0.10463496783693976,0.031125297500193785,1.3324099485170537,-0.649502868946362,-0.43500725623852876,0.4387954113993871,-0.8474966126972341,1.7932092663240575,-0.3149872891082586,-0.1896613439190439,1.3605186193505623,0.06416231836075897,-0.8267628941602286,0.9741257949336559,0.8652520334646661,-1.1166989676513273,-0.6943250200355366,-0.9901976976408127,-3.7011053323180247,2.1135402761757813,-1.4088720593853317,12.93,0
44426.20424747531,-0.054934984864709636,-0.16522440210808156,-0.9087933710126441,-0.7678412622159465,1.5874692974459237,-0.9051037608661234,-0.7622882331556671,0.5979431267003267,-1.5538791926687174,1.013694298742742,0.6105111373403388,-0.13996502768728725,0.3888178028857785,1.5657514715864447,0.80403539179552,0.8843735993972638,0.5342313929284098,-0.19610669471736858,-0.10927583726815088,0.2105138128316811,0.6268715967325791,-0.42436167850846757,0.5201671917717536,-0.2420283477043155,0.2385622309388012,0.08262160679571409,0.391198430525314,0.3630000384079345,21.31,0
25762.708587153214,1.444265584601003,-0.9577833438738598,0.45788563807179955,1.8271129821059968,-0.9147705013023343,0.9679441605248502,-0.16822447356846112,-0.9408333490346718,1.5141521240523719,-0.4284834840204315,-0.14952184533446,-0.3548966137355443,1.0534611834159153,0.9834215356987677,-0.7418856454654909,0.11594986644160941,0.36877929287174854,0.9754294224634155,-0.6076845331249223,1.3824755817948953,0.8144845529098163,-0.9496810422995422,0.4846445087357239,0.4892906375377006,-0.7090811762846501,0.42652046956974166,0.002410441090189496,-1.5313099767532614,23.39,0
